id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-0474,frontend_public_static,frontend/src/components/team/TeamStats.tsx:15 | frontend/src/components/projects/ProjectsShowcase.tsx:123,double,مشروع,Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0475,frontend_public_static,frontend/src/components/team/TeamStats.tsx:20,double,تخصصات,Specializations,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0476,frontend_public_static,frontend/src/components/team/TeamStats.tsx:25,double,من الفكرة إلى الإطلاق,From Idea to Launch,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0477,frontend_public_static,frontend/src/components/team/team-utils.ts:3,double,الإدارة,Management,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0478,frontend_public_static,frontend/src/components/team/team-utils.ts:4,double,تطوير الخلفية,Backend Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0479,frontend_public_static,frontend/src/components/team/team-utils.ts:5,double,تطوير الواجهات,Frontend Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0480,frontend_public_static,frontend/src/components/team/team-utils.ts:7,double,البنية والتشغيل,Infrastructure and Operations,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0481,frontend_public_static,frontend/src/components/team/team-utils.ts:8,double,التصميم وتجربة المستخدم,Design and User Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0482,frontend_public_static,frontend/src/components/team/team-utils.ts:9,double,ضمان الجودة,Quality Assurance,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0483,frontend_public_static,frontend/src/components/team/team-utils.ts:10,double,التسويق والنمو,Marketing and Growth,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0484,frontend_public_static,frontend/src/components/team/team-utils.ts:11,double,الدعم الفني,Technical Support,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0485,frontend_public_static,frontend/src/components/team/team-utils.ts:14,double,فريق سمارت,Smart Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0486,frontend_public_static,frontend/src/components/projects/ProjectBentoGrid.tsx:26 | frontend/src/components/projects/ProjectEmptyState.tsx:12,double,لا توجد مشاريع في هذا التصنيف حالياً,There are currently no projects in this category,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0487,frontend_public_static,frontend/src/components/projects/ProjectBentoGrid.tsx:27 | frontend/src/components/projects/ProjectEmptyState.tsx:13,double,نعمل على إضافة نماذج جديدة قريباً.,We’re working on adding new examples soon.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0488,frontend_public_static,frontend/src/components/projects/ProjectBentoGrid.tsx:28,double,عرض كل المشاريع,View All Projects,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0489,frontend_public_static,frontend/src/components/projects/ProjectCard.tsx:148,double,فتح المشروع,Open Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0490,frontend_public_static,frontend/src/components/projects/ProjectCard.tsx:156,double,عرض التفاصيل,View Details,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0491,frontend_public_static,frontend/src/components/projects/ProjectsShowcase.tsx:93,double,فشل تحميل المشاريع. يرجى المحاولة مرة أخرى.,Failed to load projects. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0492,frontend_public_static,frontend/src/components/projects/ProjectsShowcase.tsx:124,double,تصنيف ومجال,Category and Industry,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0493,frontend_public_static,frontend/src/components/projects/ProjectsShowcase.tsx:174,jsx,جاري تحميل المشاريع...,Loading projects...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0494,frontend_public_static,frontend/src/components/projects/details/ProjectGallery.tsx:57,jsx,معرض اللقطات الفنية,Technical Screenshots Gallery,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0495,frontend_public_static,frontend/src/components/projects/details/ProjectHero.tsx:26,jsx,العودة إلى المشاريع,Back to Projects,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0496,frontend_public_static,frontend/src/components/projects/details/ProjectHero.tsx:114,jsx,زيارة موقع المشروع,Visit Project Website,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0497,frontend_public_static,frontend/src/components/projects/details/ProjectOverview.tsx:45,jsx,التحدي,The Challenge,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0498,frontend_public_static,frontend/src/components/projects/details/ProjectOverview.tsx:64,jsx,الحل البرمجي,The Software Solution,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0499,frontend_public_static,frontend/src/components/projects/details/ProjectOverview.tsx:85,jsx,المزايا والمواصفات الأساسية,Key Features and Specifications,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0500,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:51,jsx,بطاقة المشروع,Project Card,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0501,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:115,jsx,التقنيات المستخدمة,Technologies Used,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0502,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:142,jsx,لا توجد تقنيات محددة,No technologies specified,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0503,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:158,jsx,هل تريد مشروعًا مشابهًا؟,Want a similar project?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0504,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:180,jsx,أعجبك المشروع؟,Like this project?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0505,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:186,jsx,احفظه للمراجعة,Save for Review,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0506,frontend_public_static,frontend/src/components/projects/details/ProjectStats.tsx:93,jsx,أرقام وإنجازات المشروع,Project Metrics and Achievements,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0507,frontend_public_static,frontend/src/components/projects/details/ProjectStats.tsx:131,jsx,النتائج المحققة للأعمال,Business Results Achieved,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0508,frontend_public_static,frontend/src/components/projects/details/RelatedProjects.tsx:31,jsx,مشاريع مشابهة قد تهمك,Similar Projects You May Like,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0509,frontend_public_static,frontend/src/components/projects/details/RelatedProjects.tsx:87,jsx,عرض تفاصيل المشروع,View Project Details,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0510,frontend_public_static,frontend/src/components/hero/Hero.tsx:28,jsx,نبني,We Build,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0511,frontend_public_static,frontend/src/components/hero/Hero.tsx:46,jsx,تساعد مشروعك,that help your business,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0512,frontend_public_static,frontend/src/components/hero/Hero.tsx:47,jsx,على النمو,grow,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0513,frontend_public_static,frontend/src/components/hero/Hero.tsx:82,jsx,شاهد أعمالنا,View Our Work,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0514,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:14,double,تحليل المتطلبات,Requirements Analysis,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0515,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:15,double,تصميم/UX,Design / UX,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0516,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:16,double,التطوير,Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0517,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:17,double,الاختبار,Testing,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0518,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:18,double,جاهز للإطلاق,Ready to Launch,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0519,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:22,double,الأداء,Performance,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0520,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:22,double,سرعة واستجابة,Speed and Responsiveness,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0521,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:23,double,الاستقرار,Stability,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0522,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:23,double,جاهزية النظام,System Readiness,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0523,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:24,double,الأمان,Security,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0524,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:24,double,حماية البيانات,Data Protection,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0525,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:166,jsx,المهام المكتملة,Completed Tasks,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0526,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:195,jsx,اختبار نهائي,Final Testing,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0527,frontend_public_static,frontend/src/components/hero/HeroDashboard.tsx:262,jsx,كود نظيف ومنظم,Clean and Organized Code,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0528,frontend_public_static,frontend/src/components/hero/HeroValueBadges.tsx:6,double,تصميم UX/UI,UX/UI Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0529,frontend_public_static,frontend/src/components/hero/HeroValueBadges.tsx:7,double,تجربة رقمية مميزة,Outstanding Digital Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0530,frontend_public_static,frontend/src/components/hero/HeroValueBadges.tsx:11,double,تطوير Web & Mobile,Web & Mobile Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0531,frontend_public_static,frontend/src/components/hero/HeroValueBadges.tsx:12,double,تطبيقات سريعة ومتجاوبة,Fast and Responsive Applications,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0532,frontend_public_static,frontend/src/components/hero/HeroValueBadges.tsx:16,double,بنية قابلة للتوسع,Scalable Architecture,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0533,frontend_public_static,frontend/src/components/hero/HeroValueBadges.tsx:17,double,جاهزة للنمو والتوسع,Ready for Growth and Expansion,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1221,frontend_public_static,frontend/src/services/newsletter.service.ts:32,double,هذا البريد الإلكتروني مشترك بالفعل في النشرة البريدية,This email address is already subscribed to the newsletter,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1222,frontend_public_static,frontend/src/services/newsletter.service.ts:36,double,يرجى إدخال بريد إلكتروني صحيح,Please enter a valid email address,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1223,frontend_public_static,frontend/src/services/newsletter.service.ts:39,double,حدث خطأ أثناء الاشتراك. يرجى المحاولة مرة أخرى,An error occurred while subscribing. Please try again,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1224,frontend_public_static,frontend/src/services/newsletter.service.ts:55,double,هذا البريد الإلكتروني غير موجود في قائمتنا,This email address is not on our list,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1225,frontend_public_static,frontend/src/services/newsletter.service.ts:57,double,حدث خطأ أثناء إلغاء الاشتراك. يرجى المحاولة مرة أخرى,An error occurred while unsubscribing. Please try again,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1226,frontend_public_static,frontend/src/lib/constants.ts:2,double,حلول رقمية متقدمة لتطوير مشاريعك.,Advanced digital solutions to grow your projects.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
