id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-2049,database_public_cms,projects .json::موقع Sunspot Consultancy,features[11],إعدادات SEO وOpen Graph,SEO and Open Graph settings,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2050,database_public_cms,projects .json::موقع Sunspot Consultancy,clientName,أسامة الخوشعي,Osama Al-Khoshaei,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2051,database_public_cms,projects .json::موقع Sunspot Consultancy,industry,الاستشارات وذكاء الأعمال,Consulting and Business Intelligence,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2052,database_public_cms,projects .json::موقع Sunspot Consultancy,stats[0].label,الصفحات الأساسية,Core Pages,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2053,database_public_cms,projects .json::موقع Sunspot Consultancy,stats[0].description,صفحات رئيسية ضمن الموقع,Main pages within the website,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2054,database_public_cms,projects .json::موقع Sunspot Consultancy,stats[1].label,الخدمات المعروضة,Services Presented,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2055,database_public_cms,projects .json::موقع Sunspot Consultancy,stats[1].description,خدمات رئيسية معرفة فعليًا داخل المشروع,Core services defined in the project,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2056,database_public_cms,projects .json::موقع Sunspot Consultancy,stats[2].label,القطاعات المستهدفة,Target Sectors,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2057,database_public_cms,projects .json::موقع Sunspot Consultancy,stats[2].description,قطاعات تجارية يعرض الموقع خدمات موجهة لها,Business sectors for which the website presents tailored services,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2058,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.metaTitle,موقع Sunspot Consultancy | ذكاء الأعمال والاستشارات في اليمن,Sunspot Consultancy | Business Intelligence & Consulting in Yemen,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2059,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.metaDescription,موقع Sunspot Consultancy لعرض خدمات ذكاء الأعمال وأبحاث السوق والاستشارات الاستراتيجية، بما يشمل تحليل السوق وتقييم الموزعين وذكاء المنافسين ودعم دخول الأسواق في اليمن.,"Sunspot Consultancy website showcasing business intelligence, market research, and strategic consulting services, including market analysis, distributor assessment, competitive intelligence, and market-entry support in Yemen.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2060,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[1],ذكاء الأعمال,Business Intelligence,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2061,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[2],أبحاث السوق,Market Research,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2062,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[3],تحليل السوق,Market Analysis,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2063,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[4],الاستشارات الاستراتيجية,Strategic Consulting,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2064,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[5],ذكاء المنافسين,Competitive Intelligence,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2065,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[6],تقييم الموزعين,Distributor Assessment,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2066,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[7],دخول الأسواق,Market Entry,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2067,database_public_cms,projects .json::موقع Sunspot Consultancy,seo.keywords[8],اليمن,Yemen,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2068,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,title,موقع إيمان جميل الشخصي ومعرض الأعمال,Eman Jameel Personal Website and Portfolio,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2069,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,summary,موقع شخصي ديناميكي لإيمان جميل لعرض الأعمال والخدمات والخبرات والمحتوى المهني، مع لوحة إدارة مخصصة للتحكم في الموقع والمدونة والمشاريع والتواصل من مكان واحد.,"A dynamic personal website for Eman Jameel showcasing work, services, experience, and professional content, with a dedicated admin dashboard for managing the site, blog, projects, and communication from one place.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2070,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,challenge,الحاجة إلى جمع الهوية المهنية والأعمال والخدمات والخبرات والمقالات وطلبات التواصل في منصة شخصية مركزية يمكن تحديث محتواها وإدارته دون الحاجة إلى تعديل صفحات الموقع يدويًا في كل مرة.,"The need was to bring professional identity, work, services, experience, articles, and contact requests into one centralized personal platform whose content can be updated and managed without manually editing site pages each time.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2071,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,solution,تم بناء منصة Portfolio ديناميكية تتكون من موقع عام متجاوب لعرض الملف الشخصي والأعمال والخدمات والخبرات والمدونة، ولوحة إدارة محمية لتحديث هذا المحتوى وإدارة الرسائل والمشتركين، إضافة إلى REST API مبني بـNestJS وقاعدة MongoDB. كما يدعم النظام إدارة وسائط المشاريع والمحتوى، البحث والتصفية، إحصاءات لوحة التحكم، وتحسين الصور وتخزينها عبر Cloudflare R2 مع خيار تخزين محلي احتياطي.,"A dynamic portfolio platform was built consisting of a responsive public website for showcasing the profile, work, services, experience, and blog; a protected admin dashboard for updating content and managing messages and subscribers; and a NestJS REST API with MongoDB. The system also supports project and content media management, search and filtering, dashboard analytics, and image optimization and storage through Cloudflare R2 with a local fallback option.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2072,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[0].label,مركزية إدارة المحتوى,Centralized Content Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2073,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[0].value,جمع إدارة الأعمال والمدونة والخدمات والخبرات وآراء العملاء والبرامج والملف الشخصي داخل لوحة إدارة واحدة.,"Combines management of work, blog content, services, experience, testimonials, tools, and profile information in one admin dashboard.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2074,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[1].label,فصل العرض عن الإدارة,Public and Admin Separation,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2075,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[1].value,توفير واجهة عامة للزوار مع فصل عمليات إنشاء وتحديث وحذف المحتوى خلف تسجيل دخول إداري.,"Provides a public visitor interface while placing content creation, update, and deletion operations behind administrator authentication.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2076,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[2].label,معرض أعمال منظم,Organized Portfolio,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2077,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[2].value,تنظيم المشاريع ضمن تصنيفات مع معرض صور وتفاصيل ووسوم وروابط خارجية لكل عمل.,"Organizes projects into categories with image galleries, details, tags, and external links for each work item.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2078,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[3].label,إدارة محتوى تحريري,Editorial Content Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2079,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[3].value,توفير مدونة قابلة للإدارة مع التصنيفات والوسوم وحالات النشر وبيانات SEO وقياس التفاعل الأساسي.,"Provides a manageable blog with categories, tags, publishing states, SEO data, and basic engagement measurement.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2080,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[4].label,تنظيم طلبات التواصل,Organized Contact Requests,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2081,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[4].value,استقبال رسائل الزوار وربطها بالخدمة المطلوبة وإدارتها وفق حالات متابعة داخل لوحة التحكم.,"Receives visitor messages, links them to the requested service, and manages them through follow-up states in the dashboard.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2082,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[5].label,إدارة مرنة للوسائط,Flexible Media Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2083,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,results[5].value,تحسين الصور قبل التخزين ودعم Cloudflare R2 مع آلية تخزين محلية بديلة عند عدم تهيئة التخزين السحابي.,Optimizes images before storage and supports Cloudflare R2 with a local-storage fallback when cloud storage is not configured.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2084,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[0],موقع شخصي عربي متجاوب لعرض الهوية المهنية والخدمات والأعمال,"Responsive Arabic personal website showcasing professional identity, services, and work",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2085,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[1],معرض أعمال ديناميكي مع تصنيفات وصور متعددة وتفاصيل وروابط خارجية,"Dynamic portfolio with categories, multiple images, details, and external links",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2086,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[2],لوحة تحكم مخصصة لإدارة محتوى الموقع,Dedicated admin dashboard for site-content management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2087,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[3],مدونة متكاملة مع المقالات والتصنيفات والوسوم وحالات النشر,"Integrated blog with articles, categories, tags, and publishing states",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2088,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[4],إعدادات SEO ودعم البيانات المنظمة للمحتوى,SEO settings and structured-data support for content,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2089,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[5],نظام تسجيل دخول إداري باستخدام Access وRefresh Tokens,Administrator authentication using Access and Refresh Tokens,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2090,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[6],استقبال وإدارة رسائل التواصل وربطها بالخدمة المطلوبة,Receive and manage contact messages linked to the requested service,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2091,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[7],إدارة الخدمات والخبرات وآراء العملاء والبرامج المستخدمة,"Service, experience, testimonial, and software/tool management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2092,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[8],لوحة إحصاءات للمحتوى والرسائل والمشتركين مع مقارنة زمنية,"Analytics dashboard for content, messages, and subscribers with time-based comparison",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2093,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[9],البحث والتصفية والترقيم في أقسام الإدارة المدعومة,"Search, filtering, and pagination in supported admin sections",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2094,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[10],رفع وتحسين الصور وتخزينها عبر Cloudflare R2 أو التخزين المحلي,"Upload, optimize, and store images through Cloudflare R2 or local storage",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2095,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,features[11],دعم RTL وResponsive Design وPWA والحركات والتفاعلات البصرية,"RTL, responsive design, PWA, motion, and visual interaction support",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2096,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,industry,التصميم والخدمات الرقمية,Design and Digital Services,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2097,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,stats[0].label,المكونات الرئيسية,Main Components,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2098,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,stats[0].description,موقع عام ولوحة إدارة وBackend API,"Public website, admin dashboard, and Backend API",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2099,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,stats[1].label,أقسام الإدارة,Admin Sections,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2100,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,stats[1].description,أقسام رئيسية ظاهرة في لوحة الإدارة لإدارة المحتوى والتواصل,Main dashboard sections for content and communication management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2101,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,stats[2].label,المسارات العامة,Public Routes,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2102,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,stats[2].description,مسارات عامة للصفحات والمقالات والأعمال والتواصل,"Public routes for pages, articles, portfolio work, and contact",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2103,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.metaTitle,موقع إيمان جميل الشخصي | معرض أعمال وإدارة محتوى,Eman Jameel Personal Website | Portfolio & Content Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2104,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.metaDescription,موقع شخصي ديناميكي لإيمان جميل لعرض الأعمال والخدمات والخبرات والمدونة، مع لوحة إدارة مخصصة لإدارة المحتوى والمشاريع وطلبات التواصل.,"A dynamic personal website for Eman Jameel showcasing work, services, experience, and blog content, with a dedicated admin dashboard for managing content, projects, and contact requests.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2105,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال | teammembers.json::إيمان جميل,seo.keywords[0] | fullName,إيمان جميل,Eman Jameel,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2106,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.keywords[1],موقع شخصي,Personal Website,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2107,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.keywords[2],معرض أعمال,Portfolio,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2108,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.keywords[5],تصميم واجهات,UI Design,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2109,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.keywords[6],إدارة المحتوى,Content Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2110,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.keywords[8],مدونة,Blog,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2111,database_public_cms,projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.keywords[9],خدمات رقمية,Digital Services,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2112,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,title,Kaleem Store — منصة SaaS للتجارة الإلكترونية,Kaleem Store — E-Commerce SaaS Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2113,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,summary,منصة SaaS متعددة المتاجر تتيح للتجار إنشاء وتشغيل متاجر إلكترونية وإدارة المنتجات والطلبات والمخزون والعملاء والتسويق من لوحة مركزية، مع واجهة مستقلة للعملاء وأدوات تشغيل وإدارة على مستوى المنصة.,"A multi-store SaaS platform that enables merchants to create and operate online stores and manage products, orders, inventory, customers, and marketing from a centralized dashboard, with a separate customer storefront and platform-level operations and administration tools.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2114,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,challenge,الحاجة إلى تمكين عدة تجار من إنشاء وتشغيل متاجر إلكترونية مستقلة من منصة واحدة، مع توحيد إدارة المنتجات والمخزون والطلبات والعملاء والدفع والتوصيل والتسويق، وفي الوقت نفسه إبقاء الاشتراكات والنطاقات والدعم والصحة التشغيلية وإدارة المتاجر تحت سيطرة مشغل المنصة.,"The need was to enable multiple merchants to create and operate independent online stores from one platform while unifying product, inventory, order, customer, payment, delivery, and marketing management, and at the same time keeping subscriptions, domains, support, operational health, and store administration under the platform operator’s control.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2115,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,solution,تم بناء منظومة SaaS متعددة المستأجرين تتكون من متجر عملاء باستخدام Next.js، ولوحة تشغيل للتاجر باستخدام React وMaterial UI، ولوحة مستقلة لمسؤولي المنصة، وجميعها تتصل بخلفية NestJS مركزية. توفر المنظومة إدارة الكتالوج والمخزون والمستودعات والطلبات والمدفوعات والتوصيل والعملاء والتسويق والقوالب والنطاقات، إلى جانب نظام اشتراكات وفوترة وإدارة تشغيلية للمنصة، مع عزل سياق كل متجر وصلاحيات منفصلة للمستخدمين.,"A multi-tenant SaaS ecosystem was built consisting of a Next.js customer storefront, a React and Material UI merchant operations dashboard, a separate platform-admin dashboard, all connected to a centralized NestJS backend. The system provides catalog, inventory, warehouse, order, payment, delivery, customer, marketing, template, and domain management, alongside subscriptions, billing, and platform-level operations, with isolated store context and separate user permissions.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2116,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[0].label,تشغيل متعدد المتاجر,Multi-Store Operations,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2117,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[0].value,توفير بنية متعددة المستأجرين تسمح بتشغيل وإدارة متاجر مستقلة مع فصل سياق وبيانات كل متجر.,A multi-tenant architecture that enables independent stores to operate and be managed while isolating each store’s context and data.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2118,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[1].label,توحيد دورة التجارة,Unified Commerce Lifecycle,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2119,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[1].value,جمع الكتالوج والمخزون والمستودعات والطلبات والدفع والتوصيل والعملاء داخل دورة تشغيل مترابطة.,"Combines catalog, inventory, warehouses, orders, payments, delivery, and customers in one connected operating cycle.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2120,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[2].value,توفير صلاحيات دقيقة لفريق المتجر مع دور مالك وستة أدوار تشغيلية جاهزة، إضافة إلى RBAC مستقل لمسؤولي المنصة.,"Provides granular permissions for store teams with an owner role and six preconfigured operational roles, plus independent RBAC for platform administrators.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2121,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[3].label,تخصيص واجهة المتجر,Storefront Customization,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2122,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[3].value,دعم القوالب والصفحات وSEO والنطاقات المخصصة والمعاينة والنشر وإصدارات القوالب لكل متجر.,"Supports templates, pages, SEO, custom domains, previewing, publishing, and template versions per store.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2123,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[4].label,إدارة SaaS مركزية,Centralized SaaS Administration,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2124,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[4].value,إدارة الخطط والاشتراكات والتجارب والكوبونات والإيصالات والفوترة وحالات المتاجر من مستوى المنصة.,"Manages plans, subscriptions, trials, coupons, receipts, billing, and store states at the platform level.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2125,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[5].label,تشغيل خلفي منفصل,Separated Background Operations,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2126,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,results[5].value,استخدام Outbox وRabbitMQ وعمال خلفية مستقلة للإشعارات والسلات المتروكة والاشتراكات ومزامنة SSL وعمليات حذف المتاجر.,"Uses an Outbox, RabbitMQ, and independent background workers for notifications, abandoned carts, subscriptions, SSL synchronization, and store-deletion workflows.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2127,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[0],إنشاء وتهيئة متاجر إلكترونية متعددة ضمن منصة SaaS,Create and configure multiple online stores within a SaaS platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2128,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[1],إدارة المنتجات والمتغيرات والتصنيفات والعلامات التجارية والخصائص والفلاتر الذكية,"Product, variant, category, brand, attribute, and smart-filter management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2129,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[2],إدارة المخزون والمستودعات وتنبيهات عودة المنتجات للمخزون,"Inventory, warehouse, and back-in-stock alert management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2130,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[3],إدارة الطلبات وتتبع حالاتها وإنشاء الطلبات يدويًا وتصديرها,"Order management, status tracking, manual order creation, and export",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2131,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[4],طرق دفع قابلة للتهيئة تشمل الدفع عند الاستلام والتحويلات والطرق اليدوية وإدارة الإيصالات,"Configurable payment methods including cash on delivery, bank transfers, manual methods, and receipt management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2132,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[5],إدارة مناطق وطرق التوصيل والشحن والاستلام من المتجر,"Delivery zone, shipping method, and in-store pickup management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2133,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[6],حسابات العملاء والعناوين والمفضلة والتقييمات والأسئلة والولاء والدعم,"Customer accounts, addresses, favorites, reviews, questions, loyalty, and support",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2134,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[7],العروض والكوبونات والعروض المتقدمة والتسويق بالعمولة واستعادة السلات المتروكة,"Promotions, coupons, advanced offers, affiliate marketing, and abandoned-cart recovery",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2135,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[8],التحليلات والتقارير ومركز الإشعارات والتحديثات الفورية,"Analytics, reports, notification center, and real-time updates",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2136,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[9],إدارة القوالب والصفحات وSEO والنطاقات المخصصة ودورة SSL,"Template, page, SEO, custom-domain, and SSL lifecycle management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2137,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[10],إدارة فريق المتجر والدعوات والأدوار والصلاحيات والربط عبر Webhooks,"Store-team invitations, roles, permissions, and Webhook integrations",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
